Category,Message
ham,oh kim watching here
ham,cool text me when you head out
ham,black shirt n blue jeans i thk i c _
ham,indeed and by the way it was either or  not both 
ham,ok ill send you with in  ltdecimalgt  ok
ham,whats nannys address
ham,sir i am waiting for your mail
ham,miss ya need ya want ya love ya
ham,dont show yourself how far put new pictures up on facebook
ham,i was up all night too worrying about this appt its a shame we missed a girls night out with quizzes popcorn and you doing my hair
ham,prakesh is there know
ham,oh yes why is it like torture watching england
ham,cool so how come you havent been wined and dined before
ham,are you going to write ccna exam this week
ham,goodmorning sleeping ga
ham,wow v v impressed have funs shopping
ham,then we wait  u lor no need  feel bad lar
spam,freemsg txt call to no   claim your reward of  hours talk time to use from your phone now subscribegbpmnth inc hrs  stoptxtstop
ham,boy you best get yo ass out here quick
spam,call freephone    now
ham,if i start sending blackberry torch to nigeria will you find buyer for melike a month and tell dad not to buy bb from anyone oh
spam, congratulations  in this weeks competition draw u have won the  prize to claim just call  b tcsstop sms  over  only ppm
ham,there is a first time for everything 
ham,kkhow is your business now
spam,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to   sptyrone
spam,freemsg txt call to no   claim your reward of  hours talk time to use from your phone now subscribegbpmnth inc hrs  stoptxtstop
ham,ya very nice  be ready on thursday
ham,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press  to copy your friends callertune
ham,i will cme i want to go to hos morow after that i wil cme this what i got from her dear what to do she didnt say any time
ham,ya ok vikky vl c witin  ltgt mins and il reply u
ham,can i get your opinion on something first
ham,"\happy valentines day\"" i know its early but i have hundreds of handsomes and beauties to wish so i thought to finish off aunties and uncles st"""
ham,dunno leh cant remember mayb lor so wat time r we meeting tmr
ham,i take it we didnt have the phone callon friday can we assume we wont have it this year now
ham,dont make life too stressfull always find time to laugh it may not add years to your life but surely adds more life to ur years gud niswt dreams
spam,babe u want me dont u baby im nasty and have a thing  filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slomsgs
ham,not thought bout it  drink in tap  spile at seven  is that pub on gas st off broad st by canal  ok
ham,just havent decided where yet eh 
ham,i will vote for wherever my heart guides me
ham, say until like dat i dun buy ericsson oso cannot oredi lar
spam,youve won tkts to the euro cup final or  cash to collect call  b pobox ppm
ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu
ham,my sort code is  and acc no is  the bank is natwest can you reply to confirm ive sent this to the right person
ham,ok give me  minutes i think i see her btw youre my alibi you were cutting my hair the whole time
spam,rock yr chik get s of filthy films xxx pics on yr phone now rply filth to  saristar ltd e yt  p per  days stop cancel
ham,yetunde im sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted us to get please forgive me you can reply free via yahoo messenger
ham,you tell what happen dont behave like this to me ok no need to say
ham,yes just finished watching days of our lives i love it
ham,i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo
ham,no thank you youve been wonderful
ham,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it 
ham,what he said is not the matter my mind saying some other matter is there
ham,i have no idea where you are
ham,"a boy was late  home his father \power of frndship\"""""
ham,my battery is low babe
spam,urgent your mobile number has been awarded with a  prize guaranteed call  from land line claim  valid hrs only
ham,hi good mornin thanku wish u d same
ham,dun b sad its over dun thk abt it already concentrate on ur other papers k
ham,hey happy birthday
ham,tell where you reached
ham,today is accept dayu accept me as brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy
spam,urgent your mobile number  won a  bonus caller prize on  this is the nd attempt to reach you call  asap box nqp ppm
ham,neither [in sterm voice]  im studying all fine with me not sure the  thing will be resolved tho anyway have a fab hols
ham,sfrom the training manual it show there is no tech processits all about password reset and troubleshooting
ham,hey come online use msn we are all there
ham,im done just studyn in library
ham,alright see you in a bit
ham,im at home please call
ham,jus finished avatar nigro
ham,dont pack what you can buy at any storelike cereals if you must pack food pack gari or something ja that you will miss
ham,ive told him that ive returned it that should i re order it
ham,the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n
ham,staff of placement training in amrita college
ham,how to make a girl happy its not at all difficult to make girls happy u only need to be  a friend  companion  lover  chef     ltgt  good listener  ltgt  organizer  ltgt  good boyfriend  ltgt  very clean  ltgt  sympathetic  ltgt  athletic  ltgt  warm     ltgt  courageous  ltgt  determined  ltgt  true  ltgt  dependable  ltgt  intelligent     ltgt  psychologist  ltgt  pest exterminator  ltgt  psychiatrist  ltgt  healer    ltgt  stylist  ltgt  driver   aaniye pudunga venaam
ham,i cant pick the phone right now pls send a message
ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu
spam,thesmszonecom lets you send free anonymous and masked messagesim sending this message from theredo you see the potential for abuse
ham,i shall book chez jules for half eight if thats ok with you
ham,ok
ham,how stupid to say that i challenge godyou dont think at all on what i write instead you respond immed
spam,freemsg hey  im buffy  and love to satisfy men home alone feeling randy reply  c my pix qlynnbv helpp a msg send stop to stop txts
ham,never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes always remember a stupid friend is here to share bslvyl
ham,anything
ham,lol  i really need to remember to eat when im drinking but i do appreciate you keeping me company that night babe smiles
ham,i wonder how you got online my love  had you gone to the net cafe  did you get your phone recharged  were you on a friends net  i think of you boytoy
ham,how much is blackberry bold in nigeria
ham,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear
ham,yup i shd haf ard  pages if i add figures  all got how many pages
ham,are you up for the challenge i know i am 
ham,yo any way we could pick something up tonight
ham,me hungry buy some food good lei but mum n yun dun wan juz buy a little bit 
ham,still chance there if you search hard you will get itlet have a try 
ham,i am lateso call you tomorrow morningtake care sweet dreamsu and meummifyingbye
ham,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
ham,u still painting ur wall
ham,i know you are serving i mean what are you doing now
spam,you are awarded a sipix digital camera call  from landline delivery within days t cs box mbp yr warranty ppm   p p
ham,whats your room number again wanna make sure im knocking on the right door
ham,ha ha cool cool chikku chikkudb
ham,maybe i could get book out tomo then return it immediately  or something
ham,if he started searching he will get job in few dayshe have great potential and talent
spam,free entry in  a weekly comp for a chance to win an ipod txt pod to  to get entry std txt rate tcs apply  for details 
ham,yeshere tv is always available in work place
ham,aight lemme know whats up
spam,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r
ham,hi dahow is the todays class
ham,s daal r above  ltgt
ham,dont know you bring some food
ham,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it
ham,i tot u outside cos darren say u come shopping of course we nice wat we jus went sim lim look at mp player
ham,you unbelievable faglord
ham,yeah my usual guys out of town but therere definitely people around i know
ham,derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
ham,thanx
ham,you still coming tonight
ham,watch lor i saw a few swatch one i thk quite ok ard  but i need nd opinion leh
ham,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i cant settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know
ham,kkhow much does it cost
ham,hiya do u like the hlday pics looked horrible in them so took mo out hows the camp amrca thing speak soon serena
ham,ure welcome caught u using broken english again
ham,how are you with moneyas in to youmoney aint a thinghow are you sha
ham,haf u eaten wat time u wan me  come
ham,i know girls always safe and selfish know i got it pa thank you good night
spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth  only with the scotsman this saturday to stop go notxtcouk
ham,oh k  i will come tomorrow
ham,black shirt n blue jeans i thk i c _
ham,k i will sent it again
ham,my new years eve was ok i went to a party with my boyfriend who is this si then hey
ham,u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers
spam,goldviking m is inviting you to be his friend reply yes or no see him wwwsmsacugoldviking stop send stop frnd to 
ham,i liked the new mobile
ham,heygreat dealfarm tour am to pm pax  deposit by  may
spam,please call  immediately as there is an urgent message waiting for you
ham,alright im outhave a good night
spam,u have won a nokia  plus a free digital camera this is what u get when u win our free auction to take part send nokia to  now poboxtcrw 
ham,that means get the door
ham,yeah thats what i was thinking
spam,as a registered optin subscriber ur draw   gift voucher will be entered on receipt of a correct ans to  whats no in the bbc charts
ham,im always on yahoo messenger now just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it and will reply
ham,wa ur openin sentence very formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happened
ham,goodo yes we must speak friday  eggpotato ratio for tortilla needed 
ham,aight ill text you when im back
ham,please tell me you have some of that special stock you were talking about
ham,wifehow she knew the time of murder exactly
ham,cos i want it to be your thing
ham,kkyesterday i was in cbe 
ham,good afternoon my love  how goes your day  how did you sleep  i hope your well my boytoy  i think of you 
ham,i know that my friend already told that
ham,im not sure if its still available though
ham,just looked it up and addie goes back monday sucks to be her
ham,uh heads up we dont have that much left
ham,hey ive booked the pilates and yoga lesson already haha
ham,alright see you in a bit
spam,wow the boys r back take that  uk tour win vip tickets  prebook with vip club txt club to  trackmarque ltd infovipclubu
ham,jay told me already will do
ham,thank u
spam,u have a secret admirer who is looking  make contact with ufind out who they rreveal who thinks ur so specialcall on stopsms
ham,sometimes we put walls around our heartsnot just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon
spam,six chances to win cash from  to  pounds txt csh and send to  cost pday days  tsandcs apply reply hl  info
ham,shes good she was wondering if you wont say hi but shes smiling now so how are you coping with the long distance
ham,wheres mummys boy  is he being good or bad  is he being positive or negative  why is mummy being made to wait hmmmm
ham,how to make a girl happy its not at all difficult to make girls happy u only need to be  a friend  companion  lover  chef     ltgt  good listener  ltgt  organizer  ltgt  good boyfriend  ltgt  very clean  ltgt  sympathetic  ltgt  athletic  ltgt  warm     ltgt  courageous  ltgt  determined  ltgt  true  ltgt  dependable  ltgt  intelligent     ltgt  psychologist  ltgt  pest exterminator  ltgt  psychiatrist  ltgt  healer    ltgt  stylist  ltgt  driver   aaniye pudunga venaam
spam,bank of granite issues strongbuy explosive pick for our members up over   nasdaq symbol cdgt that is a  per
ham,shall i start from hear
ham,hmm too many of them unfortunately pics obviously arent hot cakes its kinda fun tho
ham,dai i downloaded but there is only exe file which i can only run that exe after installing
spam,"your free ringtone is waiting to be collected simply text the password \mix\"" to  to verify get usher and britney fml"
ham,meeting u is my work   tel me when shall i do my work tomorrow
ham,and hes apparently bffs with carly quick now
ham,me not waking up until  in the afternoon sup
ham,yeah thats what i thought lemme know if anythings goin on later
ham,wat time u finish ur lect today
ham,dear where you call me
ham,wake me up at  ltgt  am morning
ham,"\hey das cool iknow all  wellda peril of studentfinancial crisisspk  u lr\"""""
ham,your brother is a genius
ham,r u here yet im wearing blue shirt n black pants
ham,i think steyn surely get one wicket
ham,although i told u dat im into baig face watches now but i really like e watch u gave cos its fr u thanx  everything dat uve done today im touched
ham,wait  minstand at bus stop
ham,i got arrested for possession at i shit you not  lttimegt  pm
ham,sorry me going home first daddy come fetch _ later
ham,love has one law make happy the person you love in the same way friendship has one law never make ur friend feel alone until you are alive gud night
ham,oic then better quickly go bathe n settle down
ham,kent vale lor  wait  me there ar
ham,thats y i said its bad dat all e gals know u wat u doing now
spam,urgent please call  from landline your abta complimentary  tenerife holiday or  cash await collection sae tcs box  cwwx  ppm
ham,which is why i never wanted to tell you any of this which is why im so short with you and onedge as of late
ham,hello my love  how went your day  are you alright  i think of you my sweet and send a jolt to your heart to remind you  i love you can you hear it  i screamed it across the sea for all the world to hear ahmad al hallaq is loved  and owned  possessive passionate kiss
ham,i asked sen to come chennai and search for job
ham,its normally hot mail com you see
ham,did you see that film
ham,i had been hoping i would not have to send you this message my rent is due and i dont have enough for it my reserves are completely gone its a loan i need and was hoping you could her the balance is  ltgt  is there a way i could get that from you till mid march when i hope to pay back
ham, go to write msg  put on dictionary mode cover the screen with hand press  ltgt  gently remove ur hand its interesting
ham, hows things just a quick question
ham,me fineabsolutly fine
ham,so lets make it saturday or monday as per convenience
ham,im going for bath will msg you next  ltgt  min
ham,he remains a bro amongst bros
ham,good morning my boytoy hows those yummy lips  wheres my sexy buns now  what do you do  do you think of me  do you crave me  do you need me 
ham,i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop
ham, still got lessons   in sch
ham,finish already yar they keep saying i mushy i so embarrassed ok
ham,yup he msg me is tat yijue then i tot its my group mate cos we meeting today mah im askin if _ leaving earlier or wat mah cos mayb _ haf to walk v far
ham,we made it eta at taunton is  as planned hope thats still okday good to see you xx
ham,so i could kiss and feel you next to me
spam,you have won a nokia i this is what you get when you win our free auction to take part send nokia to  now hgsuitelands rowwjhl 
ham,u know we watchin at lido
ham,no youll just get a headache trying to figure it out u can trust me to do the math i promise o
ham,text her if she doesnt reply let me know so i can have her log in
ham,mum not going robinson already
ham,dearme at cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell me which day u r comingtmorow i am engaged ans its holiday
ham,i will send them to your email do you mind  ltgt  times per night
ham,haha get used to driving to usf man i know a lot of stoners
ham,eatin my lunch
ham,aight lemme know whats up
spam,a  xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a  reward just call 
spam,urgent your mobile no was awarded  bonus caller prize on  this is our final try to contact u call from landline  boxwrc ppm
ham,i not free today i haf  pick my parents up tonite
ham,joys father is john then john is the ____ of joys father if u ans ths you hav  ltgt  iq tis s ias question try to answer
ham,sorry ill call later
ham,how r _ going to send it to me
ham,thats fine ill bitch at you about it later then
ham,hope you are having a good week just checking in
ham,so li hai me bored now da lecturer repeating last weeks stuff waste time 
ham,also track down any lighters you can find
ham,its going goodno problembut still need little experience to understand american customer voice
ham,today is accept dayu accept me as brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy
ham,i want kfc its tuesday only buy  meals only  no gravy only  mark 
ham,th of july
ham,if you r  home then come down within  min
ham,yeah wheres your class at
ham,i can take you at like noon
ham,do _ noe if ben is going
ham,how u doin baby girl  hope u are okay every time i call ure phone is off i miss u get in touch
ham,leave it u will always be ignorant
ham,im home my love  if your still awake  loving kiss
ham,found it enc  ltgt  where you at
ham,i cant talk to you nowi will call when i candont keep calling
ham,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me
ham,i donno if they are scorable
ham,thanx a lot  ur help
spam,want a new video phone  anytime any network mins half price line rental free text for  months reply or call  for free delivery
ham,really i tot ur paper ended long ago but wat u copied jus now got use u happy lar i still haf  study 
ham,yo theres no class tmrw right
spam,important information  orange user xxxxxx today is ur lucky day find out why log onto httpwwwurawinnercom theres a fantastic prizeawaiting you
ham,funny fact nobody teaches volcanoes  erupt tsunamis  arise hurricanes  sway aroundn no  teaches hw  choose a wife natural disasters just happens
ham, v ma fan
spam,urgent call  from landline your complimentary  tenerife holiday or  cash await collection sae tcs box  hp yf ppm 
ham,guess who spent all last night phasing in and out of the fourth dimension
ham,send ur birthdate with month and year i will tel u ur life partners name and the method of calculation reply must
ham,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct
ham,nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan  meet them xy ask me  bring u along  our next meeting
ham,yar lor actually we quite fast cos da ge slow wat haha
ham,oops ill let you know when my roommates done
ham,mmmmmmm snuggles into you deep contented sigh  whispers  i fucking love you so much i can barely stand it 
ham,fffff can you text kadeem or are you too far gone
spam,you are a winner u have been specially selected  receive  cash or a  holiday flights inc speak to a live operator  claim 
ham,its still not working and this time i also tried adding zeros that was the savings the checking is  ltgt 
spam,youll not rcv any more msgs from the chat svc for free hardcore services text go to  if u get nothing u must age verify with yr network  try again
ham,howz that persons story
ham,u guys never invite me anywhere 
ham,lol yes our friendship is hanging on a thread cause u wont buy stuff
ham,see you then were all christmassy here
ham,great how is the office today
ham,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas
spam,customer service announcement we recently tried to make a delivery to you but were unable to do so please call  to reschedule ref
ham,yeah jays sort of a fucking retard
ham,nah man my car is meant to be crammed full of people
ham,thats significant but dont worry
ham,thats the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it
ham,"wiskey brandy rum gin beer vodka scotch shampain wine \kudi\""yarasu dhina vaazhthukkal """
ham,i am in your office na
ham,the greatest test of courage on earth is to bear defeat without losing heartgn tc
ham,hi mobile no  ltgt  has added you in their contact list on wwwfullonsmscom it s a great place to send free sms to people for more visit fullonsmscom
ham,sorry ill call later
ham,dunno y u ask me
ham,whatsup there dont u want to sleep
ham,friendship is not a game to play it is not a word to say it doesn\t start on march and ends on may it is tomorrow yesterday today and e
spam,datingi have had two of these only started after i sent a text to talk sport radio last week any connection do you think or coincidence
ham,as i entered my cabin my pa said  happy bday boss  i felt special she askd me  lunch after lunch she invited me to her apartment we went there
ham,jus finish blowing my hair u finish dinner already
spam,free entry in  a weekly comp for a chance to win an ipod txt pod to  to get entry std txt rate tcs apply  for details 
ham,once free call me sir i am waiting for you
ham,yes when is the appt again
spam,hmv bonus special  pounds of genuine hmv vouchers to be won just answer  easy questions play now send hmv to  more infowwwpercentrealcom
ham,me im not workin once i get job
ham,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room
spam,do you want a new video handset  anytime any network mins half price line rental camcorder reply or call  for delivery tomorrow
ham,ok not sure what time tho as not sure if can get to library before class will try see you at some point have good eve
ham,no dahe is stupid daalways sending like thisdon believe any of those messagepandy is a mental
ham,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl
ham,alright were hooked up where you guys at
ham,do _ all wan  meet up n combine all the parts hows da rest of da project going
ham,ya very nice  be ready on thursday
ham,just checking in on you really do miss seeing jeremiah do have a great month
ham,do u noe wat time e place dat sells d closes
ham,ard  lor
ham,mystery solved just opened my email and hes sent me another batch isnt he a sweetie
ham,i guess you could be as good an excuse as any lol
ham,your gonna be the death if me im gonna leave a note that says its all robs fault avenge me
ham,yar i tot u knew dis would happen long ago already
ham,"\hello ucall wen u finish wrki fancy meetin up wiv u all tonite as i need a break from dabooks did  hrs last nite today of wrk\"""""
spam,i dont know u and u dont know me send chat to  now and lets find each other only pmsg rcvd hgsuitelandsrowwjhl ldn  years or over
ham,have you started in skye
ham,only once then after ill obey all yours
spam,you will recieve your tone within the next hrs for terms and conditions please see channel u teletext pg 
ham,hcl chennai requires freshers for voice processexcellent english neededsalary upto  ltgt call mssuman  ltgt  for telephonic interview via indyarockscom
ham,i dont quite know what to do i still cant get hold of anyone i cud pick you up bout pm and we can see if theyre in the pub
ham,en chikku nange bakra msg kalstiyathen had teacoffee
ham,ive reached home n i bathe liao u can call me now
ham,great how is the office today
ham,haha my friend tyler literally just asked if you could get him a dubsack
ham,aiyo u so poor thing then u dun wan  eat u bathe already
ham,well you know what i mean texting
ham,mmmm  fuck  not fair  you know my weaknesses  grins pushes you to your knees exposes my belly and pulls your head to it dont forget  i know yours too wicked smile
ham,for real when u getting on yo i only need  more tickets and one more jacket and im done i already used all my multis
ham,congrats kanowhr s the treat maga
ham,that sucks so what do you got planned for your yo valentine i am your yo valentine arent i
ham,haha really oh no how then will they deduct your lesson tmr
ham,genius whats up how your brother pls send his number to my skype
ham,well i will watch shrek in db
ham, i dont have her number and  its gonna be a massive pain in the ass and id rather not get involved if thats possible
ham,haha yup hopefully  we will lose a few kg by mon after hip hop can go orchard and weigh again
ham,then mums repent how
ham,is there a reason weve not spoken this year anyways have a great week and all the best in your exam
ham,thanks for the temales it was wonderful thank have a great week
ham,im fine babes aint been up  much tho saw scary movie yest its quite funny want mrw afternoon at town or mall or sumthinxx
ham,jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,die now i have e toot fringe again
ham,"the word \checkmate\"" in chess comes from the persian phrase \""shah maat\"" which means \""the king is dead\"" goodmorning have a good day"""
ham,awesome ill see you in a bit
ham,ok is any problem to u frm him wats matter
spam,win a  cash prize or a prize worth 
ham,u still havent got urself a jacket ah
ham,kallis wont bat in nd innings
ham,hi this is yijue can i meet u at  tmr
ham,there is a first time for everything 
ham,o i played smash bros  ltgt  religiously
ham,then cant get da laptop my matric card wif _ lei 
spam,from wwwapplausestorecom monthlysubscriptionpmsg maxmonth tcsc web age stop txt stop
ham,"the word \checkmate\"" in chess comes from the persian phrase \""shah maat\"" which means \""the king is dead\"" goodmorning have a good day"""
ham,"\the world suffers a lot not because of the violence of bad people but because of the silence of good people\"""
ham,vikky come around  lttimegt 
ham,have you started in skye
ham,just sent you an email  to an address with incomm in it is that right
ham,i love you both too 
ham,buy one egg for me daplease
ham,coffee cake i guess
ham,how izzit still raining
ham,how are you doing hope youve settled in for the new school year just wishin you a gr day
ham,ma head dey swell oh thanks for making my day
ham,so what do you guys do
ham,i am in bus on the way to calicut
ham,dude while were makin those weirdy brownies my sister made awesome cookies i took pics
ham,thanks for your message i really appreciate your sacrifice im not sure of the process of direct pay but will find out on my way back from the test tomorrow im in class now do have a wonderful day
ham,i prefer my free days tues wed fri oso can  ask those workin lor
ham,good no dont need any receiptswell done _ yes please tell  whats her number i could ring her
ham,the  oz guy is being kinda flaky but one friend is interested in picking up  ltgt  worth tonight if possible
ham,good afternoon loverboy  how goes you day  any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy
ham,this message is from a great doctor in india  do not drink appy fizz it contains cancer causing age
ham,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love
ham,plz note if anyone calling from a mobile co amp asks u to type  ltgt  or  ltgt  do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn
ham,hi mobile no  ltgt  has added you in their contact list on wwwfullonsmscom it s a great place to send free sms to people for more visit fullonsmscom
ham,i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person ill make a trip to ptbo for that i hope everything is good with you babe and i love ya 
spam,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to   sptyrone
ham,its  ltgt k here oh should i send home for sale
ham,at home also
spam,congrats  mobile g videophones r yours call  now videochat wid ur mates play java games dload polyh music noline rentl bx ip we pm
ham,we are okay going to sleep now later
ham,i came hostel i m going to sleep plz call me up before class hrishi
ham,ok
ham,okie
ham,somebody set up a website where you can play hold em using eve online spacebucks
ham,okie thanx
ham,i remain unconvinced that this isnt an elaborate test of my willpower
ham,anytime lor
spam,hot live fantasies call now  just p per min ntt ltd po box  croydon cr wb  is a national rate call
ham,its just the effect of irritation just ignore it
ham,wat time _ wan today
ham,not getting anywhere with this damn job hunting over here
ham,i wont do anything de
spam,orange customer you may now claim your free camera phone upgrade for your loyalty call now on    offer ends thmarch tcs apply optout availa
ham,shall i come to get pickle
spam,hot live fantasies call now  just p per min ntt ltd po box  croydon cr wb  is a national rate call
ham,ill let you know when it kicks in
ham,no but well do medical missions to nigeria
ham,does cinema plus drink appeal tomo  is a fr thriller by director i like on at mac at 
ham,yesmum lookin strong
spam,  uk break accommodationvouchers terms  conditions apply  claim you mustprovide your claim number which is  
ham,argh why the fuck is nobody in town _
ham,have you seen whos back at holby
ham,am going to take bath ill place the key in window
ham,india have to take lead
ham,it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure
ham,actually my mobile is full of msg and i m doing a work online where i need to send them  ltgt  sent msg i wil explain u later
ham,i have many dependents
ham,kthen any other special
ham,i am back good journey let me know if you need any of the receipts shall i tell you like the pendent
ham,sorry i din lock my keypad
ham,msg me when rajini comes
ham,the baskets gettin full so i might be by tonight
ham,im gonna miss u so much
ham,will _ b going to esplanade fr home
ham,do u still have plumbers tape and a wrench we could borrow
ham,am on a train back from northampton so im afraid not im staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way
ham,are you up for the challenge i know i am 
ham,babe  i lost you  will you try rebooting 
ham,not yet chikkugoing to room nw im in bus
ham,thanx  e brownie its v nice
ham,hi babe im at home now wanna do something xx
ham,thats the way you should stay oh
ham,haha sounds crazy dunno can tahan anot
ham,hey so this sat are we going for the intro pilates only or the kickboxing too 
ham,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed
ham,kkare you in college
ham,oh k  i will come tomorrow
ham,roger that were probably going to rem in about 
ham,why is that princess i bet the brothas are all chasing you
ham,u reach orchard already u wan  go buy tickets first
ham,"ever green quote ever told by jerry in cartoon \a person who irritates u always is the one who loves u vry much but fails to express it   gud nyt"""
ham,aight lemme know whats up
ham,good afternoon sexy buns how goes the job search  i wake and you are my first thought as always my love i wish your fine and happy and know i adore you
ham,of course i guess gods just got me on hold right now
ham,nothing i got msg frm tht unknown no
ham,nothing really just making sure everybodys up to speed
ham,am up to my eyes in philosophy
ham,my phone
spam,think ur smart  win  this week in our weekly quiz text play to  nowtcs winnersclub po box  m uz  gbpweek
ham,discussed with your mother ah
ham,joys father is john then john is the ____ of joys father if u ans ths you hav  ltgt  iq tis s ias question try to answer
ham,"helloooo wake up \sweet\"" \""morning\"" \""welcomes\"" \""you\"" \""enjoy\"" \""this day\"" \""with full of joy\"" \""gud mrng\"""""
spam,congratulations ur awarded  of cd vouchers or gift guaranteed  free entry   wkly draw txt music to  tncs wwwldewcomwinppmxage
ham,got smaller capacity one quite ex
ham,"_ we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and  c u soon \""ham"""
ham,hey elaine is todays meeting still on
spam,natalja f is inviting you to be her friend reply yes or no see her wwwsmsacunat stop send stop frnd to 
ham,i am at a party with alex nichols
ham,yes princess i want to make you happy
ham,"my painful personal thought \i always try to keep everybody happy all the time but nobody recognises me when i am alone\"""""
spam,uve been selected to stay in  of  top british hotels  for nothing holiday valued at  dial  to claim  national rate call bx swss
ham,yeah just open chat and click friend lists then make the list easy as pie
ham,they said _ dun haf passport or smth like dat or _ juz send to my email account  
ham,haha yup hopefully  we will lose a few kg by mon after hip hop can go orchard and weigh again
ham,he will you guys close
ham,you didnt have to tell me thatnow im thinking plus hes going to stop all your runs
ham,well i wasnt available as i washob nobbing with last night so they had to ask nickey platt instead of me
ham,haha awesome ive been to u a couple times who alls coming
ham,what your plan for pongal
ham,sleeping nt feeling well
ham,im at bruce amp fowler now but im in my moms car so i cant park long story
ham,"a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided  aproach d gal  dt time a truck was speeding towards d gal wn it was about  hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied \boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n thy lived happily gthr drinking boost evrydy moral of d story i hv free msgsd gud ni"""
ham,hey can you tell me blakes address carlos wanted me to meet him there but i got lost and hes not answering his phone
ham,fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose  u lose if u win  u still lose
ham,new car and house for my parentsi have only new job in hand
ham,hey morning what you come to ask pa
ham,ujhhhhhhh computer shipped out with address to sandiago and parantella lane wtf poop
spam,text banneduk to  to see cost p textoperator gga  xxx
ham,ela kanoil download come wen ur free
ham,dai  ltgt  naal eruku
ham,eat jap done oso aft ur lect wat  got lect at  rite 
ham,just checked out heading out to drop off my stuff now
ham,sorry you never hear unless you book it one was kinda a jokethet were really looking for skinny white girls the other was one lineyou can only do so much on camera with that something like that theyre casting on the look
ham,good morning plz call me sir
ham,not tonight mate catching up on some sleep this is my new number by the way 
ham,of course i guess gods just got me on hold right now
ham,oh god i am happy to see your message after  days
ham,"u need my presnts always bcz u cant mis love \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha that mns prabha islove got it dont mis me"""
